epoch,loss,channel_size,p_mutate,mean_test_loss,mean_ground_truth_f1,ground_truth_acc,mean_student_error,mean_teacher_error,mean_protocol_diversity,mean_protocol_entropy,$p_{m}$,Meta Experiment Index,Experiment Index
54,1.0024008750915527,5,0.1,,,,,,,,0.1,1,1
55,1.0611881017684937,5,0.1,,,,,,,,0.1,1,1
56,1.0623559951782227,5,0.1,1.0645710229873657,0.9925,0.9925,0.02313998155295849,0.03393131121993065,0.9962499737739563,0.0012000201968476176,0.1,1,1
57,1.0426993370056152,5,0.1,,,,,,,,0.1,1,1
58,1.184023141860962,5,0.1,,,,,,,,0.1,1,1
59,1.0022685527801514,5,0.1,,,,,,,,0.1,1,1
60,1.025607943534851,5,0.1,,,,,,,,0.1,1,1
61,1.0020116567611694,5,0.1,1.0278249979019165,0.9925,0.9925,0.008146657608449459,0.017178209498524666,0.9987499713897705,0.00040000674198381603,0.1,1,1
62,1.0669357776641846,5,0.1,,,,,,,,0.1,1,1
63,1.0064637660980225,5,0.1,,,,,,,,0.1,1,1
64,1.0114147663116455,5,0.1,,,,,,,,0.1,1,1
65,1.0035758018493652,5,0.1,,,,,,,,0.1,1,1
66,1.2184525728225708,5,0.1,1.025706171989441,0.995,0.995,0.0031098956242203712,0.01884700544178486,0.9981250166893005,0.0006000100984238088,0.1,1,1
67,1.003725528717041,5,0.1,,,,,,,,0.1,1,1
68,1.0069217681884766,5,0.1,,,,,,,,0.1,1,1
69,1.0005414485931396,5,0.1,,,,,,,,0.1,1,1
70,1.001139760017395,5,0.1,1.0254303216934204,0.99375,0.99375,0.00857082474976778,0.015610311180353165,0.9993749856948853,0.00020000337099190801,0.1,1,1
1,3.8307175636291504,5,0.1,4.475833892822266,0.32375,0.32375,1.0985983610153198,0.5747358798980713,0.3699999749660492,1.330305814743042,0.1,1,2
2,3.822763681411743,5,0.1,,,,,,,,0.1,1,2
3,3.826139450073242,5,0.1,,,,,,,,0.1,1,2
4,3.79868221282959,5,0.1,,,,,,,,0.1,1,2
5,3.7943005561828613,5,0.1,,,,,,,,0.1,1,2
6,3.7035419940948486,5,0.1,3.9299356937408447,0.33375,0.33375,1.0933730602264404,0.9978114366531372,0.5806249976158142,0.13420194387435913,0.1,1,2
7,3.6499056816101074,5,0.1,,,,,,,,0.1,1,2
8,3.2679929733276367,5,0.1,,,,,,,,0.1,1,2
9,2.751197338104248,5,0.1,,,,,,,,0.1,1,2
10,2.0585293769836426,5,0.1,,,,,,,,0.1,1,2
11,1.6187056303024292,5,0.1,1.4458160400390625,0.82125,0.82125,0.10615725815296173,0.3271588087081909,0.9937499761581421,0.0020000336226075888,0.1,1,2
12,1.3316645622253418,5,0.1,,,,,,,,0.1,1,2
13,1.3568745851516724,5,0.1,,,,,,,,0.1,1,2
14,1.1706278324127197,5,0.1,,,,,,,,0.1,1,2
15,1.1780152320861816,5,0.1,,,,,,,,0.1,1,2
16,1.1342185735702515,5,0.1,1.2209018468856812,0.95125,0.95125,0.03430091217160225,0.175350621342659,0.9943749904632568,0.0018000301206484437,0.1,1,2
17,1.1704528331756592,5,0.1,,,,,,,,0.1,1,2
18,1.3268563747406006,5,0.1,,,,,,,,0.1,1,2
19,1.5655262470245361,5,0.1,,,,,,,,0.1,1,2
20,1.0920391082763672,5,0.1,,,,,,,,0.1,1,2
21,1.0232326984405518,5,0.1,1.1316568851470947,0.975,0.975,0.022775854915380478,0.09888102859258652,0.9950000047683716,0.0016000269679352641,0.1,1,2
22,1.1002589464187622,5,0.1,,,,,,,,0.1,1,2
23,1.0821880102157593,5,0.1,,,,,,,,0.1,1,2
24,1.2551958560943604,5,0.1,,,,,,,,0.1,1,2
25,1.0682837963104248,5,0.1,,,,,,,,0.1,1,2
26,1.2021222114562988,5,0.1,1.0934691429138184,0.98125,0.98125,0.025046175345778465,0.04592280089855194,0.9887499809265137,0.0036000607069581747,0.1,1,2
27,1.0405840873718262,5,0.1,,,,,,,,0.1,1,2
28,1.023949384689331,5,0.1,,,,,,,,0.1,1,2
29,1.1176214218139648,5,0.1,,,,,,,,0.1,1,2
30,1.111441731452942,5,0.1,,,,,,,,0.1,1,2
31,1.0713051557540894,5,0.1,1.0588170289993286,0.98375,0.98375,0.018824683502316475,0.02124255895614624,0.9906250238418579,0.003000050550326705,0.1,1,2
32,1.0801951885223389,5,0.1,,,,,,,,0.1,1,2
33,1.0753328800201416,5,0.1,,,,,,,,0.1,1,2
34,1.0847718715667725,5,0.1,,,,,,,,0.1,1,2
35,1.196857213973999,5,0.1,,,,,,,,0.1,1,2
36,1.0564706325531006,5,0.1,1.0913125276565552,0.97875,0.97875,0.0336393341422081,0.0401730090379715,0.9912499785423279,0.0028000471647828817,0.1,1,2
37,1.0163586139678955,5,0.1,,,,,,,,0.1,1,2
38,1.1138026714324951,5,0.1,,,,,,,,0.1,1,2
39,1.1076014041900635,5,0.1,,,,,,,,0.1,1,2
40,1.135037899017334,5,0.1,,,,,,,,0.1,1,2
41,1.1295241117477417,5,0.1,1.0601483583450317,0.98375,0.98375,0.009886125102639198,0.03401191160082817,0.9918749928474426,0.0026000437792390585,0.1,1,2
42,1.066849708557129,5,0.1,,,,,,,,0.1,1,2
43,1.0570265054702759,5,0.1,,,,,,,,0.1,1,2
44,1.0497496128082275,5,0.1,,,,,,,,0.1,1,2
45,1.1003377437591553,5,0.1,,,,,,,,0.1,1,2
46,1.0641770362854004,5,0.1,1.0490543842315674,0.98,0.98,0.023579971864819527,0.0054748086258769035,0.9900000095367432,0.0032000539358705282,0.1,1,2
47,1.0185266733169556,5,0.1,,,,,,,,0.1,1,2
48,1.0221729278564453,5,0.1,,,,,,,,0.1,1,2
49,1.044935941696167,5,0.1,,,,,,,,0.1,1,2
50,1.0076873302459717,5,0.1,,,,,,,,0.1,1,2
51,1.0140371322631836,5,0.1,1.0566312074661255,0.985,0.985,0.028062911704182625,0.004818791523575783,0.9881250262260437,0.0038000636268407106,0.1,1,2
52,1.3543164730072021,5,0.1,,,,,,,,0.1,1,2
53,1.1065943241119385,5,0.1,,,,,,,,0.1,1,2
54,1.0477218627929688,5,0.1,,,,,,,,0.1,1,2
55,1.01982581615448,5,0.1,,,,,,,,0.1,1,2
56,1.0568571090698242,5,0.1,1.0431089401245117,0.99125,0.99125,0.01077689416706562,0.013582131825387478,0.9906250238418579,0.003000050550326705,0.1,1,2
57,1.0418133735656738,5,0.1,,,,,,,,0.1,1,2
58,1.143458604812622,5,0.1,,,,,,,,0.1,1,2
59,1.0234506130218506,5,0.1,,,,,,,,0.1,1,2
60,1.0457731485366821,5,0.1,,,,,,,,0.1,1,2
61,1.160088300704956,5,0.1,1.0566922426223755,0.98875,0.98875,0.02694602496922016,0.0047466568648815155,0.987500011920929,0.0040000672452151775,0.1,1,2
62,1.0151312351226807,5,0.1,,,,,,,,0.1,1,2
63,1.0375051498413086,5,0.1,,,,,,,,0.1,1,2
64,1.0885895490646362,5,0.1,,,,,,,,0.1,1,2
65,1.0772119760513306,5,0.1,,,,,,,,0.1,1,2
66,1.0735411643981934,5,0.1,1.042007327079773,0.99,0.99,0.012474889867007732,0.01203208789229393,0.9912499785423279,0.0028000471647828817,0.1,1,2
67,1.0589959621429443,5,0.1,,,,,,,,0.1,1,2
68,1.033017873764038,5,0.1,,,,,,,,0.1,1,2
69,1.0104663372039795,5,0.1,,,,,,,,0.1,1,2
70,1.0991097688674927,5,0.1,1.0322970151901245,0.9975,0.9975,0.010682306252419949,0.004114861600100994,0.9912499785423279,0.0028000471647828817,0.1,1,2
1,3.7991013526916504,5,0.2,4.299849510192871,0.3675,0.3675,1.0997096300125122,0.5838912725448608,0.4122917056083679,1.1052495241165161,0.2,2,0
2,3.878451108932495,5,0.2,,,,,,,,0.2,2,0
3,3.8700153827667236,5,0.2,,,,,,,,0.2,2,0
4,3.8667545318603516,5,0.2,,,,,,,,0.2,2,0
5,3.7123920917510986,5,0.2,,,,,,,,0.2,2,0
6,3.804020404815674,5,0.2,3.888502836227417,0.325,0.325,1.0930513143539429,1.0317021608352661,0.6181250214576721,0.12220180779695511,0.2,2,0
7,3.738767147064209,5,0.2,,,,,,,,0.2,2,0
8,3.578462839126587,5,0.2,,,,,,,,0.2,2,0
9,3.419156312942505,5,0.2,,,,,,,,0.2,2,0
10,3.150247573852539,5,0.2,,,,,,,,0.2,2,0
11,2.624744176864624,5,0.2,2.4796946048736572,0.335,0.335,0.2562732994556427,1.1921709775924683,0.984375,0.005000084172934294,0.2,2,0
12,2.3737168312072754,5,0.2,,,,,,,,0.2,2,0
13,2.2701826095581055,5,0.2,,,,,,,,0.2,2,0
14,1.8337090015411377,5,0.2,,,,,,,,0.2,2,0
15,1.7295737266540527,5,0.2,,,,,,,,0.2,2,0
16,1.5239465236663818,5,0.2,1.4099384546279907,0.8599999999999999,0.86,0.030460095033049583,0.3657279312610626,0.9931250214576721,0.002200037008151412,0.2,2,0
17,1.5068042278289795,5,0.2,,,,,,,,0.2,2,0
18,1.3745806217193604,5,0.2,,,,,,,,0.2,2,0
19,1.2939045429229736,5,0.2,,,,,,,,0.2,2,0
20,1.3312112092971802,5,0.2,,,,,,,,0.2,2,0
21,1.190820574760437,5,0.2,1.24812912940979,0.9325,0.9325,0.033812131732702255,0.1843169778585434,0.9850000143051147,0.0048000807873904705,0.2,2,0
22,1.1859967708587646,5,0.2,,,,,,,,0.2,2,0
23,1.311530351638794,5,0.2,,,,,,,,0.2,2,0
24,1.5619072914123535,5,0.2,,,,,,,,0.2,2,0
25,1.2066450119018555,5,0.2,,,,,,,,0.2,2,0
26,1.1920976638793945,5,0.2,1.2303556203842163,0.915,0.915,0.03836937993764877,0.1794864982366562,0.9937499761581421,0.0020000336226075888,0.2,2,0
27,1.2221801280975342,5,0.2,,,,,,,,0.2,2,0
28,1.0634936094284058,5,0.2,,,,,,,,0.2,2,0
29,1.1767091751098633,5,0.2,,,,,,,,0.2,2,0
30,1.0364054441452026,5,0.2,,,,,,,,0.2,2,0
31,1.065282940864563,5,0.2,1.1116955280303955,0.97125,0.97125,0.027029922232031822,0.06466537714004517,0.9900000095367432,0.0032000539358705282,0.2,2,0
32,1.2868292331695557,5,0.2,,,,,,,,0.2,2,0
33,1.0947797298431396,5,0.2,,,,,,,,0.2,2,0
34,1.0861167907714844,5,0.2,,,,,,,,0.2,2,0
35,1.1585848331451416,5,0.2,,,,,,,,0.2,2,0
36,1.032477855682373,5,0.2,1.070937991142273,0.985,0.985,0.01952929049730301,0.04265829175710678,0.9956250190734863,0.0014000235823914409,0.2,2,0
37,1.0776855945587158,5,0.2,,,,,,,,0.2,2,0
38,1.0226876735687256,5,0.2,,,,,,,,0.2,2,0
39,1.0386865139007568,5,0.2,,,,,,,,0.2,2,0
40,1.0766372680664062,5,0.2,,,,,,,,0.2,2,0
41,1.0668389797210693,5,0.2,1.039636254310608,0.99,0.99,0.014891867525875568,0.018494650721549988,0.996874988079071,0.0010000168113037944,0.2,2,0
42,1.0068728923797607,5,0.2,,,,,,,,0.2,2,0
43,1.143552541732788,5,0.2,,,,,,,,0.2,2,0
44,1.0076556205749512,5,0.2,,,,,,,,0.2,2,0
45,1.0569708347320557,5,0.2,,,,,,,,0.2,2,0
46,1.051964521408081,5,0.2,1.0570343732833862,0.9875,0.9875,0.0343034453690052,0.012730970047414303,0.9950000047683716,0.0016000267351046205,0.2,2,0
47,1.0228407382965088,5,0.2,,,,,,,,0.2,2,0
48,1.0425491333007812,5,0.2,,,,,,,,0.2,2,0
49,1.005543828010559,5,0.2,,,,,,,,0.2,2,0
50,1.0182392597198486,5,0.2,1.0377341508865356,0.99125,0.99125,0.014525308273732662,0.010708439163863659,0.9937499761581421,0.0020000336226075888,0.2,2,0
51,1.0549429655075073,5,0.2,1.067022442817688,0.9875,0.9875,0.034527406096458435,0.004994930699467659,0.9862499833106995,0.004400074016302824,0.2,2,0
52,1.1673057079315186,5,0.2,,,,,,,,0.2,2,0
53,1.0498480796813965,5,0.2,,,,,,,,0.2,2,0
54,1.0215027332305908,5,0.2,,,,,,,,0.2,2,0
55,1.0333659648895264,5,0.2,,,,,,,,0.2,2,0
56,1.038753867149353,5,0.2,1.041420578956604,0.99125,0.99125,0.015829769894480705,0.013091062195599079,0.9937499761581421,0.0020000336226075888,0.2,2,0
57,1.041623592376709,5,0.2,,,,,,,,0.2,2,0
58,1.0624792575836182,5,0.2,,,,,,,,0.2,2,0
59,1.0522212982177734,5,0.2,,,,,,,,0.2,2,0
60,1.0564253330230713,5,0.2,,,,,,,,0.2,2,0
61,1.167250394821167,5,0.2,1.1453063488006592,0.975,0.975,0.030821409076452255,0.09198471158742905,0.9887499809265137,0.0036000607069581747,0.2,2,0
62,1.0420489311218262,5,0.2,,,,,,,,0.2,2,0
63,1.0789220333099365,5,0.2,,,,,,,,0.2,2,0
64,1.016655445098877,5,0.2,,,,,,,,0.2,2,0
65,1.0336763858795166,5,0.2,,,,,,,,0.2,2,0
66,1.0117321014404297,5,0.2,1.0544205904006958,0.98125,0.98125,0.012897434644401073,0.032773151993751526,0.9956250190734863,0.0014000235823914409,0.2,2,0
67,1.0215346813201904,5,0.2,,,,,,,,0.2,2,0
68,1.0453882217407227,5,0.2,,,,,,,,0.2,2,0
69,1.0429182052612305,5,0.2,,,,,,,,0.2,2,0
70,1.0380052328109741,5,0.2,1.0268385410308838,0.99625,0.99625,0.009042168036103249,0.010296723805367947,0.9962499737739563,0.0012000201968476176,0.2,2,0
1,3.868604898452759,5,0.2,4.2647528648376465,0.3175,0.3175,1.10239577293396,0.5148572325706482,0.40125006437301636,1.127854585647583,0.2,2,1
2,3.7977793216705322,5,0.2,,,,,,,,0.2,2,1
3,3.865057945251465,5,0.2,,,,,,,,0.2,2,1
4,3.774665117263794,5,0.2,,,,,,,,0.2,2,1
5,3.84442138671875,5,0.2,,,,,,,,0.2,2,1
6,3.694823980331421,5,0.2,3.7794079780578613,0.35,0.35,1.0999021530151367,0.8707558512687683,0.5985416769981384,0.1406051218509674,0.2,2,1
7,3.715510845184326,5,0.2,,,,,,,,0.2,2,1
8,3.648313045501709,5,0.2,,,,,,,,0.2,2,1
9,3.5678205490112305,5,0.2,,,,,,,,0.2,2,1
10,3.309952735900879,5,0.2,,,,,,,,0.2,2,1
11,2.9205377101898193,5,0.2,2.4544243812561035,0.33125,0.33125,0.2713072896003723,1.1831172704696655,1.0,7.222239013367687e-35,0.2,2,1
12,2.5452141761779785,5,0.2,,,,,,,,0.2,2,1
13,2.379091262817383,5,0.2,,,,,,,,0.2,2,1
14,2.1788346767425537,5,0.2,,,,,,,,0.2,2,1
15,1.9486641883850098,5,0.2,,,,,,,,0.2,2,1
16,1.7603121995925903,5,0.2,1.8118994235992432,0.61,0.61,0.03676127269864082,0.7701377868652344,0.9975000023841858,0.0008000134839676321,0.2,2,1
17,1.8282233476638794,5,0.2,,,,,,,,0.2,2,1
18,1.8189338445663452,5,0.2,,,,,,,,0.2,2,1
19,1.6923816204071045,5,0.2,,,,,,,,0.2,2,1
20,1.3901736736297607,5,0.2,,,,,,,,0.2,2,1
21,1.435469150543213,5,0.2,1.3027762174606323,0.89375,0.89375,0.034089136868715286,0.24618685245513916,0.9887499809265137,0.0036000607069581747,0.2,2,1
22,1.3748419284820557,5,0.2,,,,,,,,0.2,2,1
23,1.3162239789962769,5,0.2,,,,,,,,0.2,2,1
24,1.4810739755630493,5,0.2,,,,,,,,0.2,2,1
25,1.2544983625411987,5,0.2,,,,,,,,0.2,2,1
26,1.384114384651184,5,0.2,1.1896928548812866,0.94625,0.94625,0.03843621909618378,0.12250684946775436,0.9856250286102295,0.004600077401846647,0.2,2,1
27,1.1622182130813599,5,0.2,,,,,,,,0.2,2,1
28,1.1170734167099,5,0.2,,,,,,,,0.2,2,1
29,1.1584551334381104,5,0.2,,,,,,,,0.2,2,1
30,1.0957121849060059,5,0.2,,,,,,,,0.2,2,1
31,1.692283034324646,5,0.2,1.4974175691604614,0.88375,0.88375,0.14056099951267242,0.11935653537511826,0.8812500238418579,0.03800063952803612,0.2,2,1
32,1.3858833312988281,5,0.2,,,,,,,,0.2,2,1
33,1.3939204216003418,5,0.2,,,,,,,,0.2,2,1
34,1.1903692483901978,5,0.2,,,,,,,,0.2,2,1
35,1.1904152631759644,5,0.2,,,,,,,,0.2,2,1
36,1.4415855407714844,5,0.2,1.2755558490753174,0.93,0.93,0.028970513492822647,0.22283579409122467,0.9881250262260437,0.0038000636268407106,0.2,2,1
37,1.0538051128387451,5,0.2,,,,,,,,0.2,2,1
38,1.065204381942749,5,0.2,,,,,,,,0.2,2,1
39,1.1672143936157227,5,0.2,,,,,,,,0.2,2,1
40,1.1027576923370361,5,0.2,,,,,,,,0.2,2,1
41,1.0654393434524536,5,0.2,1.0732659101486206,0.985,0.985,0.023846225813031197,0.03441977873444557,0.9925000071525574,0.0024000403936952353,0.2,2,1
42,1.042860746383667,5,0.2,,,,,,,,0.2,2,1
43,1.0592737197875977,5,0.2,,,,,,,,0.2,2,1
44,1.051069974899292,5,0.2,,,,,,,,0.2,2,1
45,1.1802172660827637,5,0.2,,,,,,,,0.2,2,1
46,1.059963345527649,5,0.2,1.064225673675537,0.98375,0.98375,0.03336958959698677,0.01585608534514904,0.9925000071525574,0.0024000403936952353,0.2,2,1
47,1.0470420122146606,5,0.2,,,,,,,,0.2,2,1
48,1.0396177768707275,5,0.2,,,,,,,,0.2,2,1
49,1.0913381576538086,5,0.2,,,,,,,,0.2,2,1
50,1.045447826385498,5,0.2,1.0591630935668945,0.98625,0.98625,0.018033424392342567,0.032379794865846634,0.9956250190734863,0.0014000235823914409,0.2,2,1
51,1.130782961845398,5,0.2,1.039952039718628,0.98875,0.98875,0.016665708273649216,0.009536031633615494,0.9931250214576721,0.002200037008151412,0.2,2,1
52,1.0689975023269653,5,0.2,,,,,,,,0.2,2,1
53,1.0581361055374146,5,0.2,,,,,,,,0.2,2,1
54,1.079293966293335,5,0.2,,,,,,,,0.2,2,1
55,1.051662564277649,5,0.2,,,,,,,,0.2,2,1
56,1.0843361616134644,5,0.2,1.0874931812286377,0.97625,0.97625,0.02930751070380211,0.02193514257669449,0.9818750023841858,0.005800097715109587,0.2,2,1
57,1.0771770477294922,5,0.2,,,,,,,,0.2,2,1
58,1.0808449983596802,5,0.2,,,,,,,,0.2,2,1
59,1.091383934020996,5,0.2,,,,,,,,0.2,2,1
60,1.0211551189422607,5,0.2,,,,,,,,0.2,2,1
61,1.0560842752456665,5,0.2,1.0475071668624878,0.98375,0.98375,0.013278589583933353,0.019228562712669373,0.9925000071525574,0.0024000403936952353,0.2,2,1
62,1.080810785293579,5,0.2,,,,,,,,0.2,2,1
63,1.0141775608062744,5,0.2,,,,,,,,0.2,2,1
64,1.0078561305999756,5,0.2,,,,,,,,0.2,2,1
65,1.0953655242919922,5,0.2,,,,,,,,0.2,2,1
66,1.0411845445632935,5,0.2,1.033347487449646,0.995,0.995,0.011883416213095188,0.006464074365794659,0.9925000071525574,0.0024000403936952353,0.2,2,1
67,1.035894513130188,5,0.2,,,,,,,,0.2,2,1
68,1.075566291809082,5,0.2,,,,,,,,0.2,2,1
69,1.0179548263549805,5,0.2,,,,,,,,0.2,2,1
70,1.0121698379516602,5,0.2,1.0382306575775146,0.9925,0.9925,0.013170930556952953,0.012559660710394382,0.9937499761581421,0.0020000336226075888,0.2,2,1
1,3.7991013526916504,5,0.2,4.299849510192871,0.3675,0.3675,1.0997096300125122,0.5838912725448608,0.4122917056083679,1.1052495241165161,0.2,2,2
2,3.878451108932495,5,0.2,,,,,,,,0.2,2,2
3,3.8700153827667236,5,0.2,,,,,,,,0.2,2,2
4,3.8667545318603516,5,0.2,,,,,,,,0.2,2,2
5,3.7123920917510986,5,0.2,,,,,,,,0.2,2,2
6,3.804020404815674,5,0.2,3.888502836227417,0.325,0.325,1.0930513143539429,1.0317021608352661,0.6181250214576721,0.12220180779695511,0.2,2,2
7,3.738767147064209,5,0.2,,,,,,,,0.2,2,2
8,3.578462839126587,5,0.2,,,,,,,,0.2,2,2
9,3.419156312942505,5,0.2,,,,,,,,0.2,2,2
10,3.150247573852539,5,0.2,,,,,,,,0.2,2,2
11,2.624744176864624,5,0.2,2.4796946048736572,0.335,0.335,0.2562732994556427,1.1921709775924683,0.984375,0.005000084172934294,0.2,2,2
12,2.3737168312072754,5,0.2,,,,,,,,0.2,2,2
13,2.2701826095581055,5,0.2,,,,,,,,0.2,2,2
14,1.8337090015411377,5,0.2,,,,,,,,0.2,2,2
15,1.7295737266540527,5,0.2,,,,,,,,0.2,2,2
16,1.5239465236663818,5,0.2,1.4099384546279907,0.8599999999999999,0.86,0.030460095033049583,0.3657279312610626,0.9931250214576721,0.002200037008151412,0.2,2,2
17,1.5068042278289795,5,0.2,,,,,,,,0.2,2,2
18,1.3745806217193604,5,0.2,,,,,,,,0.2,2,2
19,1.2939045429229736,5,0.2,,,,,,,,0.2,2,2
20,1.3312112092971802,5,0.2,,,,,,,,0.2,2,2
21,1.190820574760437,5,0.2,1.24812912940979,0.9325,0.9325,0.033812131732702255,0.1843169778585434,0.9850000143051147,0.0048000807873904705,0.2,2,2
22,1.1859967708587646,5,0.2,,,,,,,,0.2,2,2
23,1.311530351638794,5,0.2,,,,,,,,0.2,2,2
24,1.5619072914123535,5,0.2,,,,,,,,0.2,2,2
25,1.2066450119018555,5,0.2,,,,,,,,0.2,2,2
26,1.1920976638793945,5,0.2,1.2303556203842163,0.915,0.915,0.03836937993764877,0.1794864982366562,0.9937499761581421,0.0020000336226075888,0.2,2,2
27,1.2221801280975342,5,0.2,,,,,,,,0.2,2,2
28,1.0634936094284058,5,0.2,,,,,,,,0.2,2,2
29,1.1767091751098633,5,0.2,,,,,,,,0.2,2,2
30,1.0364054441452026,5,0.2,,,,,,,,0.2,2,2
31,1.065282940864563,5,0.2,1.1116955280303955,0.97125,0.97125,0.027029922232031822,0.06466537714004517,0.9900000095367432,0.0032000539358705282,0.2,2,2
32,1.2868292331695557,5,0.2,,,,,,,,0.2,2,2
33,1.0947797298431396,5,0.2,,,,,,,,0.2,2,2
34,1.0861167907714844,5,0.2,,,,,,,,0.2,2,2
35,1.1585848331451416,5,0.2,,,,,,,,0.2,2,2
36,1.032477855682373,5,0.2,1.070937991142273,0.985,0.985,0.01952929049730301,0.04265829175710678,0.9956250190734863,0.0014000235823914409,0.2,2,2
37,1.0776855945587158,5,0.2,,,,,,,,0.2,2,2
38,1.0226876735687256,5,0.2,,,,,,,,0.2,2,2
39,1.0386865139007568,5,0.2,,,,,,,,0.2,2,2
40,1.0766372680664062,5,0.2,,,,,,,,0.2,2,2
41,1.0668389797210693,5,0.2,1.039636254310608,0.99,0.99,0.014891867525875568,0.018494650721549988,0.996874988079071,0.0010000168113037944,0.2,2,2
42,1.0068728923797607,5,0.2,,,,,,,,0.2,2,2
43,1.143552541732788,5,0.2,,,,,,,,0.2,2,2
44,1.0076556205749512,5,0.2,,,,,,,,0.2,2,2
45,1.0569708347320557,5,0.2,,,,,,,,0.2,2,2
46,1.051964521408081,5,0.2,1.0570343732833862,0.9875,0.9875,0.0343034453690052,0.012730970047414303,0.9950000047683716,0.0016000267351046205,0.2,2,2
47,1.0228407382965088,5,0.2,,,,,,,,0.2,2,2
48,1.0425491333007812,5,0.2,,,,,,,,0.2,2,2
49,1.005543828010559,5,0.2,,,,,,,,0.2,2,2
50,1.0182392597198486,5,0.2,1.0377341508865356,0.99125,0.99125,0.014525308273732662,0.010708439163863659,0.9937499761581421,0.0020000336226075888,0.2,2,2
1,3.8890557289123535,5,0.3,4.219446182250977,0.32625,0.32625,1.0968613624572754,0.7338332533836365,0.46562519669532776,0.8367822766304016,0.3,3,0
2,3.860921621322632,5,0.3,,,,,,,,0.3,3,0
3,3.8277690410614014,5,0.3,,,,,,,,0.3,3,0
4,3.836793899536133,5,0.3,,,,,,,,0.3,3,0
5,3.7608509063720703,5,0.3,,,,,,,,0.3,3,0
6,3.7592639923095703,5,0.3,4.075784206390381,0.3275,0.3275,1.098066806793213,0.5864666700363159,0.46812522411346436,0.8515864610671997,0.3,3,0
7,3.784743309020996,5,0.3,,,,,,,,0.3,3,0
8,3.750661849975586,5,0.3,,,,,,,,0.3,3,0
9,3.615546703338623,5,0.3,,,,,,,,0.3,3,0
10,3.2862420082092285,5,0.3,,,,,,,,0.3,3,0
11,2.896177053451538,5,0.3,2.770573616027832,0.3475,0.3475,0.6155812740325928,1.1549925804138184,1.0,7.222239013367687e-35,0.3,3,0
12,2.6660866737365723,5,0.3,,,,,,,,0.3,3,0
13,2.423628807067871,5,0.3,,,,,,,,0.3,3,0
14,2.1140573024749756,5,0.3,,,,,,,,0.3,3,0
15,1.9342464208602905,5,0.3,,,,,,,,0.3,3,0
16,1.795955777168274,5,0.3,1.7309234142303467,0.64875,0.64875,0.042575910687446594,0.6883484125137329,1.0,7.222239013367687e-35,0.3,3,0
17,1.9713845252990723,5,0.3,,,,,,,,0.3,3,0
18,2.0468716621398926,5,0.3,,,,,,,,0.3,3,0
19,1.8730826377868652,5,0.3,,,,,,,,0.3,3,0
20,1.9420273303985596,5,0.3,,,,,,,,0.3,3,0
21,1.7605969905853271,5,0.3,1.6492935419082642,0.82875,0.82875,0.1282235085964203,0.3235704004764557,0.9012500047683716,0.031600531190633774,0.3,3,0
22,1.77665114402771,5,0.3,,,,,,,,0.3,3,0
23,1.4704780578613281,5,0.3,,,,,,,,0.3,3,0
24,1.3071792125701904,5,0.3,,,,,,,,0.3,3,0
25,1.257584571838379,5,0.3,,,,,,,,0.3,3,0
26,1.3134691715240479,5,0.3,1.275323510169983,0.935,0.935,0.03534429147839546,0.22372913360595703,0.9918749928474426,0.0026000437792390585,0.3,3,0
27,1.2184209823608398,5,0.3,,,,,,,,0.3,3,0
28,1.3455016613006592,5,0.3,,,,,,,,0.3,3,0
29,1.2392513751983643,5,0.3,,,,,,,,0.3,3,0
30,1.4962869882583618,5,0.3,,,,,,,,0.3,3,0
31,1.1820708513259888,5,0.3,1.129649043083191,0.97,0.97,0.03301095589995384,0.07663798332214355,0.9900000095367432,0.003200053470209241,0.3,3,0
32,1.4346036911010742,5,0.3,,,,,,,,0.3,3,0
33,1.2261691093444824,5,0.3,,,,,,,,0.3,3,0
34,1.2887017726898193,5,0.3,,,,,,,,0.3,3,0
35,1.3028998374938965,5,0.3,,,,,,,,0.3,3,0
36,1.2266672849655151,5,0.3,1.2072652578353882,0.94375,0.94375,0.07055327296257019,0.03421155363321304,0.9487500190734863,0.016400275751948357,0.3,3,0
37,1.2991989850997925,5,0.3,,,,,,,,0.3,3,0
38,1.2169623374938965,5,0.3,,,,,,,,0.3,3,0
39,1.1689939498901367,5,0.3,,,,,,,,0.3,3,0
40,1.251328706741333,5,0.3,,,,,,,,0.3,3,0
41,1.1331987380981445,5,0.3,1.173321008682251,0.96375,0.96375,0.05267947167158127,0.04189145565032959,0.9606249928474426,0.01260021235793829,0.3,3,0
42,1.1393425464630127,5,0.3,,,,,,,,0.3,3,0
43,1.1274785995483398,5,0.3,,,,,,,,0.3,3,0
44,1.1820311546325684,5,0.3,,,,,,,,0.3,3,0
45,1.3018815517425537,5,0.3,,,,,,,,0.3,3,0
46,1.2024335861206055,5,0.3,1.1749306917190552,0.955,0.955,0.05724886432290077,0.03768150880932808,0.9599999785423279,0.012800215743482113,0.3,3,0
47,1.151801586151123,5,0.3,,,,,,,,0.3,3,0
48,1.1239428520202637,5,0.3,,,,,,,,0.3,3,0
49,1.1452491283416748,5,0.3,,,,,,,,0.3,3,0
50,1.1228286027908325,5,0.3,,,,,,,,0.3,3,0
51,1.0901329517364502,5,0.3,1.12369966506958,0.96875,0.96875,0.04567543417215347,0.005524014122784138,0.9637500047683716,0.011600195430219173,0.3,3,0
