epoch,loss,channel_size,p_mutate,message_permutation,permutation_subset_size,channel_temp,mean_test_loss,mean_ground_truth_f1,ground_truth_acc,mean_student_error,mean_teacher_error,mean_protocol_diversity,mean_protocol_entropy,Subset Size,Meta Experiment Index,Experiment Index
106,0.011412518098950386,5,0,True,2.0,0.8709635899560809,,,,,,,,2,0,2
107,0.004196431953459978,5,0,True,2.0,0.8511380382023764,,,,,,,,2,0,2
108,0.0010029490804299712,5,0,True,2.0,0.8317637711026711,,,,,,,,2,0,2
109,1.055262237059651e-05,5,0,True,2.0,0.8128305161640994,,,,,,,,2,0,2
110,1.493330728408182e-05,5,0,True,2.0,0.7943282347242818,1.0138393918168731e-05,1.0,1.0,1.0138393918168731e-05,2.730132818222046,1.0,7.222239013367687e-35,2,0,2
111,9.973824489861727e-06,5,0,True,2.0,0.7762471166286921,,,,,,,,2,0,2
112,2.4189698706322815e-06,5,0,True,2.0,0.7585775750291839,,,,,,,,2,0,2
113,1.6441068737549358e-06,5,0,True,2.0,0.7413102413009176,,,,,,,,2,0,2
114,3.079149166751449e-07,5,0,True,2.0,0.7244359600749903,,,,,,,,2,0,2
115,4.334570803621318e-06,5,0,True,2.0,0.7079457843841381,2.3320258151215967e-06,1.0,1.0,2.3320258151215967e-06,3.0001935958862305,1.0,7.222239013367687e-35,2,0,2
116,8.352160421054577e-07,5,0,True,2.0,0.6918309709189367,,,,,,,,2,0,2
117,2.2938593247090466e-07,5,0,True,2.0,0.6760829753919818,,,,,,,,2,0,2
118,1.6073094855073577e-07,5,0,True,2.0,0.6606934480075961,,,,,,,,2,0,2
119,1.2108311864267307e-07,5,0,True,2.0,0.6456542290346556,,,,,,,,2,0,2
120,1.6085621723505028e-07,5,0,True,2.0,0.6309573444801935,1.3157725220480643e-07,1.0,1.0,1.3157725220480643e-07,2.750239610671997,1.0,7.222239013367687e-35,2,0,2
121,1.2003690130768518e-07,5,0,True,2.0,0.6165950018614822,,,,,,,,2,0,2
122,1.1920928955078125e-07,5,0,True,2.0,0.6025595860743578,,,,,,,,2,0,2
123,1.1923839338123798e-07,5,0,True,2.0,0.5888436553555891,,,,,,,,2,0,2
124,1.3574029367191542e-07,5,0,True,2.0,0.575439937337157,,,,,,,,2,0,2
125,1.1920928955078125e-07,5,0,True,2.0,0.5623413251903493,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,3.150665283203125,1.0,7.222239013367687e-35,2,0,2
126,1.1920928955078125e-07,5,0,True,2.0,0.5495408738576245,,,,,,,,2,0,2
127,1.1920928955078125e-07,5,0,True,2.0,0.5370317963702529,,,,,,,,2,0,2
128,1.1920928955078125e-07,5,0,True,2.0,0.5248074602497728,,,,,,,,2,0,2
129,1.1920928955078125e-07,5,0,True,2.0,0.512861383991365,,,,,,,,2,0,2
130,1.1920928955078125e-07,5,0,True,2.0,0.5011872336272725,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,2.9221997261047363,1.0,7.222239013367687e-35,2,0,2
131,1.1920928955078125e-07,5,0,True,2.0,0.48977881936844625,,,,,,,,2,0,2
132,1.1920928955078125e-07,5,0,True,2.0,0.4786300923226384,,,,,,,,2,0,2
133,1.1920928955078125e-07,5,0,True,2.0,0.4677351412871983,,,,,,,,2,0,2
134,1.1920928955078125e-07,5,0,True,2.0,0.4570881896148752,,,,,,,,2,0,2
135,1.1920928955078125e-07,5,0,True,2.0,0.4466835921509633,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,3.2542319297790527,1.0,7.222239013367687e-35,2,0,2
136,1.1920928955078125e-07,5,0,True,2.0,0.43651583224016605,,,,,,,,2,0,2
137,1.1920928955078125e-07,5,0,True,2.0,0.4265795188015927,,,,,,,,2,0,2
138,1.1920928955078125e-07,5,0,True,2.0,0.41686938347033553,,,,,,,,2,0,2
139,1.1920928955078125e-07,5,0,True,2.0,0.4073802778041129,,,,,,,,2,0,2
140,1.1920928955078125e-07,5,0,True,2.0,0.39810717055349726,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,2.9305756092071533,1.0,7.222239013367687e-35,2,0,2
141,1.1920928955078125e-07,5,0,True,2.0,0.3890451449942806,,,,,,,,2,0,2
142,1.1920928955078125e-07,5,0,True,2.0,0.3801893963205613,,,,,,,,2,0,2
143,1.1920928955078125e-07,5,0,True,2.0,0.3715352290971727,,,,,,,,2,0,2
144,1.1920928955078125e-07,5,0,True,2.0,0.3630780547701015,,,,,,,,2,0,2
145,1.1920928955078125e-07,5,0,True,2.0,0.3548133892335755,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,2.3714041709899902,1.0,7.222239013367687e-35,2,0,2
146,1.1920928955078125e-07,5,0,True,2.0,0.3467368504525317,,,,,,,,2,0,2
147,1.1920928955078125e-07,5,0,True,2.0,0.3388441561392026,,,,,,,,2,0,2
148,1.1920928955078125e-07,5,0,True,2.0,0.3311311214825912,,,,,,,,2,0,2
149,1.1920928955078125e-07,5,0,True,2.0,0.3235936569296284,,,,,,,,2,0,2
150,1.1920928955078125e-07,5,0,True,2.0,0.316227766016838,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,3.1513214111328125,1.0,7.222239013367687e-35,2,0,2
151,1.1920928955078125e-07,5,0,True,2.0,0.3090295432513591,,,,,,,,2,0,2
152,1.1920928955078125e-07,5,0,True,2.0,0.3019951720402017,,,,,,,,2,0,2
153,1.1920928955078125e-07,5,0,True,2.0,0.2951209226666387,,,,,,,,2,0,2
154,1.1920928955078125e-07,5,0,True,2.0,0.2884031503126607,,,,,,,,2,0,2
155,1.1920928955078125e-07,5,0,True,2.0,0.2818382931264454,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,2.721811532974243,1.0,7.222239013367687e-35,2,0,2
156,1.1920928955078125e-07,5,0,True,2.0,0.27542287033381674,,,,,,,,2,0,2
157,1.1920928955078125e-07,5,0,True,2.0,0.26915348039269166,,,,,,,,2,0,2
158,4.8568348574917763e-05,5,0,True,2.0,0.2630267991895383,,,,,,,,2,0,2
159,1.1921071063625277e-07,5,0,True,2.0,0.2570395782768864,,,,,,,,2,0,2
160,1.1920928955078125e-07,5,0,True,2.0,0.25118864315095807,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,2.5204198360443115,1.0,7.222239013367687e-35,2,0,2
161,1.1920928955078125e-07,5,0,True,2.0,0.2454708915685031,,,,,,,,2,0,2
162,1.2196346688142512e-07,5,0,True,2.0,0.23988329190194915,,,,,,,,2,0,2
163,1.1920928955078125e-07,5,0,True,2.0,0.23442288153199234,,,,,,,,2,0,2
164,1.1920928955078125e-07,5,0,True,2.0,0.22908676527677735,,,,,,,,2,0,2
165,1.1920928955078125e-07,5,0,True,2.0,0.22387211385683403,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,3.0331897735595703,1.0,7.222239013367687e-35,2,0,2
166,1.1920928955078125e-07,5,0,True,2.0,0.21877616239495534,,,,,,,,2,0,2
167,1.1920928955078125e-07,5,0,True,2.0,0.21379620895022328,,,,,,,,2,0,2
168,1.1920928955078125e-07,5,0,True,2.0,0.20892961308540406,,,,,,,,2,0,2
169,1.1920928955078125e-07,5,0,True,2.0,0.204173794466953,,,,,,,,2,0,2
170,1.1920928955078125e-07,5,0,True,2.0,0.19952623149688803,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,2.908493757247925,1.0,7.222239013367687e-35,2,0,2
171,1.1920928955078125e-07,5,0,True,2.0,0.1949844599758046,,,,,,,,2,0,2
172,1.1920928955078125e-07,5,0,True,2.0,0.1905460717963248,,,,,,,,2,0,2
173,1.1920928955078125e-07,5,0,True,2.0,0.18620871366628683,,,,,,,,2,0,2
174,1.1920928955078125e-07,5,0,True,2.0,0.18197008586099847,,,,,,,,2,0,2
175,1.1920928955078125e-07,5,0,True,2.0,0.1778279410038924,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,3.671618700027466,1.0,7.222239013367687e-35,2,0,2
176,1.1920928955078125e-07,5,0,True,2.0,0.17378008287493754,,,,,,,,2,0,2
177,1.1920928955078125e-07,5,0,True,2.0,0.16982436524617445,,,,,,,,2,0,2
178,1.1920928955078125e-07,5,0,True,2.0,0.16595869074375608,,,,,,,,2,0,2
179,1.1920928955078125e-07,5,0,True,2.0,0.16218100973589303,,,,,,,,2,0,2
180,1.1920928955078125e-07,5,0,True,2.0,0.15848931924611143,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,3.1166882514953613,1.0,7.222239013367687e-35,2,0,2
181,1.1920928955078125e-07,5,0,True,2.0,0.1548816618912482,,,,,,,,2,0,2
182,1.1920928955078125e-07,5,0,True,2.0,0.1513561248436209,,,,,,,,2,0,2
183,1.1920928955078125e-07,5,0,True,2.0,0.14791083881682082,,,,,,,,2,0,2
184,1.1920928955078125e-07,5,0,True,2.0,0.14454397707459285,,,,,,,,2,0,2
185,1.1920928955078125e-07,5,0,True,2.0,0.14125375446227542,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,3.049031972885132,1.0,7.222239013367687e-35,2,0,2
186,1.1920928955078125e-07,5,0,True,2.0,0.1380384264602885,,,,,,,,2,0,2
187,1.1920928955078125e-07,5,0,True,2.0,0.13489628825916536,,,,,,,,2,0,2
188,1.1920928955078125e-07,5,0,True,2.0,0.13182567385564073,,,,,,,,2,0,2
189,1.1920928955078125e-07,5,0,True,2.0,0.12882495516931344,,,,,,,,2,0,2
190,1.1920928955078125e-07,5,0,True,2.0,0.12589254117941676,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,3.2508857250213623,1.0,7.222239013367687e-35,2,0,2
191,1.1920928955078125e-07,5,0,True,2.0,0.12302687708123822,,,,,,,,2,0,2
192,1.1920928955078125e-07,5,0,True,2.0,0.12022644346174136,,,,,,,,2,0,2
193,1.1920928955078125e-07,5,0,True,2.0,0.11748975549395303,,,,,,,,2,0,2
194,1.1920928955078125e-07,5,0,True,2.0,0.11481536214968836,,,,,,,,2,0,2
195,1.1920928955078125e-07,5,0,True,2.0,0.11220184543019635,1.1920928955078125e-07,1.0,1.0,1.1920928955078125e-07,3.2227540016174316,1.0,7.222239013367687e-35,2,0,2
196,1.1920928955078125e-07,5,0,True,2.0,0.1096478196143185,,,,,,,,2,0,2
197,1.1920928955078125e-07,5,0,True,2.0,0.10715193052376067,,,,,,,,2,0,2
198,1.1920928955078125e-07,5,0,True,2.0,0.10471285480508997,,,,,,,,2,0,2
199,1.1924097975679615e-07,5,0,True,2.0,0.10232929922807546,1.8864902529003302e-07,1.0,1.0,0.06044301018118858,2.9821813106536865,0.9956250190734863,0.0014000235823914409,2,0,2
0,1.097316026687622,5,0,True,3.0,10.0,1.1015278100967407,0.32875,0.32875,1.0701687335968018,1.5300889015197754,0.5737502574920654,0.4224795401096344,3,1,0
1,0.9751189947128296,5,0,True,3.0,9.772372209558107,,,,,,,,3,1,0
2,0.4055024981498718,5,0,True,3.0,9.54992586021436,,,,,,,,3,1,0
3,0.013031769543886185,5,0,True,3.0,9.33254300796991,,,,,,,,3,1,0
4,0.008410999551415443,5,0,True,3.0,9.120108393559098,,,,,,,,3,1,0
5,0.0014460037928074598,5,0,True,3.0,8.912509381337456,6.307901382446289,0.32,0.32,3.7080657482147217,4.841420650482178,0.4854167103767395,0.28603553771972656,3,1,0
6,0.0024326560087502003,5,0,True,3.0,8.709635899560807,,,,,,,,3,1,0
7,0.0027032815851271152,5,0,True,3.0,8.511380382023765,,,,,,,,3,1,0
8,0.0029013361781835556,5,0,True,3.0,8.317637711026709,,,,,,,,3,1,0
9,0.00551282474771142,5,0,True,3.0,8.128305161640993,,,,,,,,3,1,0
10,0.0011654229601845145,5,0,True,3.0,7.943282347242815,6.326898097991943,0.305,0.305,5.90127420425415,4.148862361907959,0.5,0.1600022315979004,3,1,0
11,0.0012753474293276668,5,0,True,3.0,7.762471166286917,,,,,,,,3,1,0
12,0.004998897202312946,5,0,True,3.0,7.5857757502918375,,,,,,,,3,1,0
13,0.004421639256179333,5,0,True,3.0,7.413102413009175,,,,,,,,3,1,0
14,0.00018555403221398592,5,0,True,3.0,7.244359600749901,,,,,,,,3,1,0
15,0.03576970845460892,5,0,True,3.0,7.079457843841379,6.905181884765625,0.3325,0.3325,6.853858470916748,4.469680309295654,0.49291670322418213,0.22121849656105042,3,1,0
16,0.0005074964719824493,5,0,True,3.0,6.918309709189366,,,,,,,,3,1,0
17,0.0015988015802577138,5,0,True,3.0,6.760829753919818,,,,,,,,3,1,0
18,7.796605495968834e-05,5,0,True,3.0,6.60693448007596,,,,,,,,3,1,0
19,0.009107910096645355,5,0,True,3.0,6.4565422903465555,,,,,,,,3,1,0
20,0.0006749754538759589,5,0,True,3.0,6.3095734448019325,7.6080217361450195,0.33625,0.33625,5.6990132331848145,4.334493637084961,0.4514583945274353,0.5795124173164368,3,1,0
21,0.004992289934307337,5,0,True,3.0,6.165950018614822,,,,,,,,3,1,0
22,0.00017912140174303204,5,0,True,3.0,6.025595860743578,,,,,,,,3,1,0
23,0.000255464983638376,5,0,True,3.0,5.8884365535558905,,,,,,,,3,1,0
24,0.0022438690066337585,5,0,True,3.0,5.7543993733715695,,,,,,,,3,1,0
25,0.004141546785831451,5,0,True,3.0,5.623413251903491,6.685003280639648,0.3575,0.3575,4.7806196212768555,4.539933681488037,0.5818750262260437,0.13380193710327148,3,1,0
26,0.0028574590105563402,5,0,True,3.0,5.495408738576247,,,,,,,,3,1,0
27,0.18239879608154297,5,0,True,3.0,5.370317963702528,,,,,,,,3,1,0
28,0.0036051482893526554,5,0,True,3.0,5.248074602497726,,,,,,,,3,1,0
29,0.007022420410066843,5,0,True,3.0,5.128613839913649,,,,,,,,3,1,0
30,0.00019285948656033725,5,0,True,3.0,5.011872336272724,7.887778282165527,0.35375,0.35375,6.246947765350342,4.237509250640869,0.49250003695487976,0.22481945157051086,3,1,0
31,0.00033083694870583713,5,0,True,3.0,4.8977881936844625,,,,,,,,3,1,0
32,0.00019812898244708776,5,0,True,3.0,4.786300923226384,,,,,,,,3,1,0
33,0.0109479995444417,5,0,True,3.0,4.677351412871983,,,,,,,,3,1,0
34,0.00301746791228652,5,0,True,3.0,4.57088189614875,,,,,,,,3,1,0
35,0.0011748933466151357,5,0,True,3.0,4.466835921509632,8.18729019165039,0.36,0.36,6.9564714431762695,4.39384126663208,0.5,0.1600022315979004,3,1,0
36,0.008471992798149586,5,0,True,3.0,4.36515832240166,,,,,,,,3,1,0
37,0.002608869457617402,5,0,True,3.0,4.265795188015927,,,,,,,,3,1,0
38,0.022578040137887,5,0,True,3.0,4.168693834703355,,,,,,,,3,1,0
39,0.0013682657154276967,5,0,True,3.0,4.073802778041127,,,,,,,,3,1,0
40,0.005569237284362316,5,0,True,3.0,3.9810717055349727,7.8005051612854,0.3275,0.3275,6.158027172088623,4.466160774230957,0.5,0.1600022315979004,3,1,0
41,0.0004264609597157687,5,0,True,3.0,3.8904514499428062,,,,,,,,3,1,0
42,8.33070880617015e-05,5,0,True,3.0,3.801893963205613,,,,,,,,3,1,0
43,0.041101306676864624,5,0,True,3.0,3.7153522909717256,,,,,,,,3,1,0
44,0.00015520011947955936,5,0,True,3.0,3.6307805477010135,,,,,,,,3,1,0
45,0.007492835633456707,5,0,True,3.0,3.5481338923357546,6.5150146484375,0.45375,0.45375,3.951511859893799,4.566154479980469,0.7724999785423279,0.07280122488737106,3,1,0
46,0.00046542257769033313,5,0,True,3.0,3.467368504525317,,,,,,,,3,1,0
47,6.75008341204375e-05,5,0,True,3.0,3.3884415613920256,,,,,,,,3,1,0
48,0.007450341247022152,5,0,True,3.0,3.3113112148259116,,,,,,,,3,1,0
49,6.412003131117672e-05,5,0,True,3.0,3.2359365692962827,,,,,,,,3,1,0
50,0.0005140033317729831,5,0,True,3.0,3.16227766016838,8.113450050354004,0.34875,0.34875,7.278318405151367,4.249658584594727,0.8081250190734863,0.06140103191137314,3,1,0
51,0.003089745296165347,5,0,True,3.0,3.0902954325135905,,,,,,,,3,1,0
52,0.0008307846146635711,5,0,True,3.0,3.0199517204020165,,,,,,,,3,1,0
53,0.06514360755681992,5,0,True,3.0,2.9512092266663865,,,,,,,,3,1,0
54,7.567231659777462e-05,5,0,True,3.0,2.8840315031266064,,,,,,,,3,1,0
55,6.718766235280782e-05,5,0,True,3.0,2.818382931264454,7.833803653717041,0.38499999999999995,0.385,5.420170783996582,4.442846775054932,0.7543749809265137,0.07860131561756134,3,1,0
56,0.0026179703418165445,5,0,True,3.0,2.7542287033381663,,,,,,,,3,1,0
57,0.046672653406858444,5,0,True,3.0,2.691534803926916,,,,,,,,3,1,0
58,0.0014082958223298192,5,0,True,3.0,2.6302679918953826,,,,,,,,3,1,0
59,0.003967896569520235,5,0,True,3.0,2.570395782768864,,,,,,,,3,1,0
60,0.14311929047107697,5,0,True,3.0,2.5118864315095806,8.27869987487793,0.3575,0.3575,6.428014755249023,4.107135772705078,0.6756250262260437,0.10380160063505173,3,1,0
61,0.0002075655502267182,5,0,True,3.0,2.4547089156850306,,,,,,,,3,1,0
62,0.0006312748300842941,5,0,True,3.0,2.398832919019491,,,,,,,,3,1,0
63,7.990388257894665e-05,5,0,True,3.0,2.3442288153199224,,,,,,,,3,1,0
64,0.01268071960657835,5,0,True,3.0,2.290867652767773,,,,,,,,3,1,0
65,0.06731754541397095,5,0,True,3.0,2.23872113856834,8.179978370666504,0.3375,0.3375,6.345473766326904,4.337939262390137,0.9668750166893005,0.010600178502500057,3,1,0
66,0.004588506184518337,5,0,True,3.0,2.187761623949553,,,,,,,,3,1,0
67,0.00018862963770516217,5,0,True,3.0,2.1379620895022327,,,,,,,,3,1,0
68,0.0017510971520096064,5,0,True,3.0,2.0892961308540396,,,,,,,,3,1,0
69,0.0013568318681791425,5,0,True,3.0,2.0417379446695296,,,,,,,,3,1,0
70,0.005213816650211811,5,0,True,3.0,1.9952623149688797,7.067221641540527,0.3425,0.3425,7.1378173828125,3.954618453979492,0.5,0.1600022315979004,3,1,0
71,0.0005962394643574953,5,0,True,3.0,1.9498445997580456,,,,,,,,3,1,0
72,0.09527157247066498,5,0,True,3.0,1.9054607179632477,,,,,,,,3,1,0
73,0.06218723952770233,5,0,True,3.0,1.8620871366628677,,,,,,,,3,1,0
74,0.0009524723282083869,5,0,True,3.0,1.8197008586099839,,,,,,,,3,1,0
75,0.0046052890829741955,5,0,True,3.0,1.778279410038923,5.640293121337891,0.425,0.425,4.148842811584473,4.275252342224121,0.9325000047683716,0.02160036377608776,3,1,0
76,0.03668884187936783,5,0,True,3.0,1.7378008287493758,,,,,,,,3,1,0
77,0.007418434601277113,5,0,True,3.0,1.6982436524617448,,,,,,,,3,1,0
78,0.021970413625240326,5,0,True,3.0,1.6595869074375607,,,,,,,,3,1,0
79,0.08784346282482147,5,0,True,3.0,1.6218100973589302,,,,,,,,3,1,0
80,0.00551109854131937,5,0,True,3.0,1.5848931924611138,6.1007490158081055,0.38625000000000004,0.38625,6.1007490158081055,4.399604320526123,1.0,7.222239013367687e-35,3,1,0
81,0.01134951040148735,5,0,True,3.0,1.5488166189124817,,,,,,,,3,1,0
82,0.004371451213955879,5,0,True,3.0,1.5135612484362082,,,,,,,,3,1,0
83,0.0031336136162281036,5,0,True,3.0,1.4791083881682077,,,,,,,,3,1,0
84,0.1079038456082344,5,0,True,3.0,1.4454397707459279,,,,,,,,3,1,0
85,0.003808502806350589,5,0,True,3.0,1.4125375446227544,3.6260135173797607,0.60625,0.60625,2.1056673526763916,4.12851095199585,1.0,7.222239013367687e-35,3,1,0
86,0.0036478282418102026,5,0,True,3.0,1.3803842646028852,,,,,,,,3,1,0
87,0.029484691098332405,5,0,True,3.0,1.3489628825916542,,,,,,,,3,1,0
88,0.005873852409422398,5,0,True,3.0,1.318256738556407,,,,,,,,3,1,0
89,0.0036186042707413435,5,0,True,3.0,1.2882495516931343,,,,,,,,3,1,0
90,0.08690953254699707,5,0,True,3.0,1.2589254117941673,2.2921876907348633,0.64,0.64,1.8992385864257812,4.557559013366699,1.0,7.222239013367687e-35,3,1,0
91,0.036718010902404785,5,0,True,3.0,1.2302687708123818,,,,,,,,3,1,0
92,0.01629137620329857,5,0,True,3.0,1.2022644346174132,,,,,,,,3,1,0
93,0.06369071453809738,5,0,True,3.0,1.1748975549395295,,,,,,,,3,1,0
94,0.05446156859397888,5,0,True,3.0,1.1481536214968828,,,,,,,,3,1,0
95,0.08151181042194366,5,0,True,3.0,1.1220184543019636,1.4170931577682495,0.7250000000000001,0.725,1.2966538667678833,4.3920722007751465,1.0,7.222239013367687e-35,3,1,0
96,0.002736089751124382,5,0,True,3.0,1.0964781961431853,,,,,,,,3,1,0
97,0.03746183216571808,5,0,True,3.0,1.0715193052376069,,,,,,,,3,1,0
98,0.001490253023803234,5,0,True,3.0,1.0471285480508996,,,,,,,,3,1,0
99,0.010985779576003551,5,0,True,3.0,1.0232929922807543,,,,,,,,3,1,0
100,0.0012984869536012411,5,0,True,3.0,1.0000000000000002,0.6720739006996155,0.87,0.87,1.2574139833450317,4.71820592880249,1.0,7.222239013367687e-35,3,1,0
101,0.0008042639819905162,5,0,True,3.0,0.977237220955811,,,,,,,,3,1,0
102,0.022289270535111427,5,0,True,3.0,0.9549925860214359,,,,,,,,3,1,0
103,0.007481734734028578,5,0,True,3.0,0.9332543007969911,,,,,,,,3,1,0
104,0.0078353276476264,5,0,True,3.0,0.91201083935591,,,,,,,,3,1,0
105,0.02641860954463482,5,0,True,3.0,0.8912509381337458,0.21052303910255432,0.95875,0.95875,0.9185177683830261,4.331730842590332,1.0,7.222239013367687e-35,3,1,0
106,7.739997818134725e-05,5,0,True,3.0,0.8709635899560809,,,,,,,,3,1,0
107,0.00022780043946113437,5,0,True,3.0,0.8511380382023764,,,,,,,,3,1,0
108,0.00018735193589236587,5,0,True,3.0,0.8317637711026711,,,,,,,,3,1,0
109,0.00016386415518354625,5,0,True,3.0,0.8128305161640994,,,,,,,,3,1,0
110,0.0036210285034030676,5,0,True,3.0,0.7943282347242818,0.03693173825740814,0.98875,0.98875,0.5986390113830566,4.5624098777771,1.0,7.222239013367687e-35,3,1,0
111,0.00029321236070245504,5,0,True,3.0,0.7762471166286921,,,,,,,,3,1,0
112,7.832850678823888e-05,5,0,True,3.0,0.7585775750291839,,,,,,,,3,1,0
113,9.148434401140548e-06,5,0,True,3.0,0.7413102413009176,,,,,,,,3,1,0
114,0.00024051513173617423,5,0,True,3.0,0.7244359600749903,,,,,,,,3,1,0
115,4.4759952288586646e-05,5,0,True,3.0,0.7079457843841381,0.011197797022759914,0.9975,0.9975,0.9967602491378784,4.823397636413574,1.0,7.222239013367687e-35,3,1,0
116,1.6996746126096696e-05,5,0,True,3.0,0.6918309709189367,,,,,,,,3,1,0
117,1.8814902432495728e-05,5,0,True,3.0,0.6760829753919818,,,,,,,,3,1,0
118,6.644706445513293e-06,5,0,True,3.0,0.6606934480075961,,,,,,,,3,1,0
119,2.657715776877012e-05,5,0,True,3.0,0.6456542290346556,,,,,,,,3,1,0
120,7.846386142773554e-05,5,0,True,3.0,0.6309573444801935,0.025581061840057373,0.9925,0.9925,1.938043236732483,5.025791645050049,1.0,7.222239013367687e-35,3,1,0
121,0.0002878315281122923,5,0,True,3.0,0.6165950018614822,,,,,,,,3,1,0
122,0.03154764696955681,5,0,True,3.0,0.6025595860743578,,,,,,,,3,1,0
123,1.0032216778199654e-05,5,0,True,3.0,0.5888436553555891,,,,,,,,3,1,0
124,0.07982180267572403,5,0,True,3.0,0.575439937337157,,,,,,,,3,1,0
125,2.5452958652749658e-05,5,0,True,3.0,0.5623413251903493,0.00039958686102181673,1.0,1.0,1.7849160432815552,4.780618667602539,1.0,7.222239013367687e-35,3,1,0
126,9.97401798485953e-07,5,0,True,3.0,0.5495408738576245,,,,,,,,3,1,0
127,7.962235031300224e-07,5,0,True,3.0,0.5370317963702529,,,,,,,,3,1,0
128,1.6793459280961542e-06,5,0,True,3.0,0.5248074602497728,,,,,,,,3,1,0
129,1.673266467605572e-07,5,0,True,3.0,0.512861383991365,,,,,,,,3,1,0
130,2.742849289916194e-07,5,0,True,3.0,0.5011872336272725,5.067417805548757e-05,1.0,1.0,5.067417805548757e-05,4.427917957305908,1.0,7.222239013367687e-35,3,1,0
131,0.0001471107971156016,5,0,True,3.0,0.48977881936844625,,,,,,,,3,1,0
132,1.7333239554773172e-07,5,0,True,3.0,0.4786300923226384,,,,,,,,3,1,0
133,1.625250405368206e-07,5,0,True,3.0,0.4677351412871983,,,,,,,,3,1,0
134,1.0431383998366073e-05,5,0,True,3.0,0.4570881896148752,,,,,,,,3,1,0
135,1.2443874197742844e-07,5,0,True,3.0,0.4466835921509633,1.607837845085669e-07,1.0,1.0,1.1433099508285522,4.901819229125977,1.0,7.222239013367687e-35,3,1,0
136,1.208487958592741e-07,5,0,True,3.0,0.43651583224016605,,,,,,,,3,1,0
137,1.193334782101374e-07,5,0,True,3.0,0.4265795188015927,,,,,,,,3,1,0
138,1.8074894114761264e-07,5,0,True,3.0,0.41686938347033553,,,,,,,,3,1,0
139,1.2172453978109843e-07,5,0,True,3.0,0.4073802778041129,,,,,,,,3,1,0
140,1.2098912804958672e-07,5,0,True,3.0,0.39810717055349726,3.4072178323185653e-07,1.0,1.0,0.05372730270028114,5.02182149887085,1.0,7.222239013367687e-35,3,1,0
141,1.2846491870277532e-07,5,0,True,3.0,0.3890451449942806,,,,,,,,3,1,0
142,2.1637022484810586e-07,5,0,True,3.0,0.3801893963205613,,,,,,,,3,1,0
143,1.3258267017590697e-07,5,0,True,3.0,0.3715352290971727,,,,,,,,3,1,0
144,1.1947307143600483e-07,5,0,True,3.0,0.3630780547701015,,,,,,,,3,1,0
145,0.07569766044616699,5,0,True,3.0,0.3548133892335755,0.5390574336051941,0.95125,0.95125,3.021599054336548,5.060093879699707,1.0,7.222239013367687e-35,3,1,0
146,1.5819497889424383e-07,5,0,True,3.0,0.3467368504525317,,,,,,,,3,1,0
147,1.7402444996150734e-07,5,0,True,3.0,0.3388441561392026,,,,,,,,3,1,0
148,1.3270191345782223e-07,5,0,True,3.0,0.3311311214825912,,,,,,,,3,1,0
149,1.2194553278277454e-07,5,0,True,3.0,0.3235936569296284,,,,,,,,3,1,0
150,0.0018699797801673412,5,0,True,3.0,0.316227766016838,0.002339832717552781,0.99875,0.99875,1.7440475225448608,5.369160175323486,1.0,7.222239013367687e-35,3,1,0
151,1.2494066936596937e-07,5,0,True,3.0,0.3090295432513591,,,,,,,,3,1,0
152,1.2044282016177021e-07,5,0,True,3.0,0.3019951720402017,,,,,,,,3,1,0
153,1.2510959095379803e-06,5,0,True,3.0,0.2951209226666387,,,,,,,,3,1,0
154,1.4319171270926745e-07,5,0,True,3.0,0.2884031503126607,,,,,,,,3,1,0
155,2.3740223298318597e-07,5,0,True,3.0,0.2818382931264454,1.1920928955078125e-07,1.0,1.0,1.0070747137069702,5.373960018157959,1.0,7.222239013367687e-35,3,1,0
156,1.1924203136004508e-07,5,0,True,3.0,0.27542287033381674,,,,,,,,3,1,0
157,1.1922385567686433e-07,5,0,True,3.0,0.26915348039269166,,,,,,,,3,1,0
158,1.1960219126194715e-07,5,0,True,3.0,0.2630267991895383,,,,,,,,3,1,0
159,1.208391608997772e-07,5,0,True,3.0,0.2570395782768864,,,,,,,,3,1,0
160,1.2060343124176143e-07,5,0,True,3.0,0.25118864315095807,5.302769068293856e-07,1.0,1.0,1.2263771295547485,5.251449108123779,1.0,7.222239013367687e-35,3,1,0
161,1.510510969637835e-07,5,0,True,3.0,0.2454708915685031,,,,,,,,3,1,0
162,1.1920936060505483e-07,5,0,True,3.0,0.23988329190194915,,,,,,,,3,1,0
163,1.1923839338123798e-07,5,0,True,3.0,0.23442288153199234,,,,,,,,3,1,0
